X,Y,FID,Id,DateStarte,EstimatedC,WorkStatus,WorkType,Road,Suburb,Region,EntryDate,GlobalID,Descriptio,TrafficImp,SeeMoreName,SeeMoreUrl,LocalRoadName
12895960.9133481,-3758308.8593257,29591,80481,06/01/2025 18:00:00,31/01/2025 06:00:00,,Maintenance,Stirling Hwy,Crawley,Metro,26/12/2024 07:24:45,836554d1-a7dd-4ba1-af5f-9423efc860fb,"Stirling Hwy near Point Lewis Rotary, Crawley - Maintenance
6pm to 6am",Various lane closures and speed reduction in place,,,
13022117.2587165,-3941376.19169663,29595,80487,06/01/2025 06:00:00,18/04/2025 17:00:00,,Upgrades,Collie Lake King Rd,,Wheatbelt,03/01/2025 14:10:53,58469eb4-212f-4622-bbf8-9c8b4bab10db,Collie Lake King Rd Clarke Rd - Albany Highway - Upgrades,"Lane closure, speed reduced, expect delays ",,,
13224159.6300899,-2523396.7539744,29596,80489,07/01/2025 06:00:00,30/01/2025 18:00:00,,Upgrades,Great Northern Hwy,Shire of East Pilbara,Pilbara,06/01/2025 08:53:03,3aa0b038-a09a-4c91-800e-b0487fc1bb7d,Great Northern Hwy Mulga Downs Access Rd  Shire of East Pilbara - Upgrades,Speed Reduction 60km/h ,,,
12893195.8207055,-3751061.08636411,29598,80492,06/01/2025 06:00:00,31/01/2025 18:00:00,,Maintenance,Mitchell Fwy,Osborne Park,Metro,06/01/2025 11:53:38,ec5b8ff1-25bd-4d2a-bd56-d6cdd80850fc,"Mitchell Fwy northbound off to Hutton St, Osborne Park - Maintenance
6am to 6pm",Low traffic impact,,,
12911820.6132442,-3749140.93962812,29599,80493,11/01/2025 05:00:00,18/01/2025 10:00:00,,Maintenance,Great Eastern Hwy,Woodbridge,Metro,06/01/2025 11:56:42,a6523aeb-2dc9-4822-9de3-311c7b731351,"Great Eastern Hwy at Devon St, Woodbridge - Maintenance
5am to 10am",Lane closures and speed reduction in place,,,
13548703.5912389,-3916130.03243297,29601,80495,10/01/2025 07:00:00,17/01/2025 17:00:00,,Resurfacing,Coolgardie Esperance Hwy,Esperance,Goldfields Esperance,06/01/2025 16:43:07,313074e2-69c6-41c1-b1ba-807887719da0,"Coolgardie Esperance Hwy, from Norseman to Grass Patch - Pavement Repairs",Temporary Traffic Signals for Lane Closures. Speed Reductions. Exercise Caution.,,,
13520928.3837614,-3988408.17290039,29602,80498,13/01/2025 07:00:00,18/01/2025 17:00:00,,Resurfacing,South Coast Hwy (H008),Esperance,Goldfields Esperance,06/01/2025 17:05:31,14b0ed77-b918-4cea-9d14-9cc9ab643ba6,"South Coast Hwy, from Munglinup to Esperance - Pavement Repairs",Temporary Traffic Signals for Lane Closures. Speed Reductions. Exercise Caution.,,,
13094825.5669982,-4170855.7127543,29603,79413,06/01/2025 07:00:00,15/03/2025 18:00:00,,Upgrades,LOCAL ROAD,,Great Southern,07/01/2025 07:44:37,566db791-5c31-41dd-81fd-5be16e36f0be,Cosy Corner Road - Bridge Maintenance Works,FULL BRIDGE CLOSURE - Traffic management and detour in place - Expect delays,,,Cosy Corner Road
13369461.9762859,-2508235.82869665,29604,80500,09/01/2025 06:00:00,05/05/2025 18:00:00,,Upgrades,Marble Bar Rd,Shire of East Pilbara,Pilbara,07/01/2025 08:35:10,58dc112a-f5a2-47ba-a50a-08617d71f0bb,"Marble Bar Rd Shire of East Pilbara - Upgrades.
Clearing, Topsoil, Earthworks, Pavements, Drill and Blast, Bituminous Sealing, Line marking and Barriers.",Expect delays. Stop slow with reversible flow (3km single lane with follow me vehicle),,,
13120871.8906956,-4164175.84832846,29607,80504,14/01/2025 06:00:00,16/01/2025 16:00:00,,Maintenance,South Coast Hwy (H008),,Great Southern,07/01/2025 10:30:24,0d89afe9-4ae2-4a5e-8137-38000132b38e,South Coast Hwy (H008) Chester Pass Rotary to Wheeldon Rd - Line Marking,Mobile site - speed reduction with lane closures,,,
12914120.945325,-3791110.33662931,29608,80507,08/01/2025 07:00:00,17/01/2025 17:00:00,,Maintenance,South Western Hwy,Byford,Metro,07/01/2025 11:32:17,b3593ae4-ca7d-4990-965a-80ec6b8470e9,"South Western Hwy at Larsen Rd, Byford - Maintenance
7am to 5pm",Traffic management and speed reduction in place,,,
12900693.587487,-3748551.62027892,29609,80508,02/01/2025 09:00:00,31/12/2025 15:00:00,,Maintenance,Morley Dr,Dianella,Metro,07/01/2025 11:38:37,ecbf985a-9789-4499-937c-ea003301a9d9,"Morley Dr at Camboon Rd, Dianella - Maintenance
9am to 3pm",Lane closures and speed reduction in place,,,
12938234.5997575,-3734788.79583071,29610,79771,13/01/2025 07:00:00,13/01/2025 17:00:00,,Resurfacing,Toodyay Rd,Gidgegannup,Metro,07/01/2025 11:48:32,bd5306a6-9e99-420a-a6f6-8ed3667e3458,"Toodyay Rd at Lilydale Rd, Gidgegannup - Maintenance
7am to 5pm",Traffic management and speed reduction in place,,,
13104400.47814,-4135982.78571694,29612,80512,07/02/2025 07:00:00,07/02/2025 17:00:00,,Utility works,Albany Hwy,Narrikup ,Great Southern,08/01/2025 08:06:27,1f962670-52c8-4b7f-bba4-ee679b7a3eea,Albany Hwy - North of Bails Rd Narrikup  - Pole Replacement Works,Speed reduction with traffic management on site,,,
12894013.1845948,-3735441.51298112,29613,80514,13/01/2025 20:00:00,17/01/2025 05:00:00,,Maintenance,Ocean Reef Rd,Wanneroo,Metro,08/01/2025 23:52:51,9aced087-19dd-45ab-b5f2-a53995e71d26,"Ocean Reef Rd at Hartman Dr and Lenore Rd Link, Wanneroo - Maintenance
8pm to 5am",Lane closures and speed reduction in place,,,
12914492.6502071,-3749116.93901113,29614,80513,13/01/2025 18:00:00,18/01/2025 05:00:00,,Maintenance,Great Eastern Hwy,Midland,Metro,08/01/2025 10:51:01,29fbf360-0c99-4958-b999-912e9340dc75,"Great Eastern Hwy at Lloyd St, Midland - Maintenance
6pm to 5am",Lane closures and detour in place,,,
12918807.9689448,-3750361.52570485,29615,80515,07/02/2025 09:00:00,07/02/2025 15:00:00,,Maintenance,Great Eastern Hwy,Greenmount,Metro,08/01/2025 10:57:53,e39bb1b1-235b-4cb6-8b30-9d6fcc1a8611,"Great Eastern Hwy at Innamincka Rd, Greenmount - Maintenance
9am to 3pm","Traffic management, lane closures and speed reduction in place",,,
12905901.4686435,-3751968.58881789,29617,80519,09/03/2025 04:00:00,09/03/2025 19:00:00,,Maintenance,Guildford Rd,Ashfield,Metro,08/01/2025 11:27:44,df5bd3d3-3d42-4c9e-a196-394100f5f29d,"Guildford Rd at Colstoun Rd, Ashfield - Maintenance
4am to 7pm",Low traffic impact,,,
13115712.1448203,-4159067.21596207,29619,80522,06/01/2025 08:00:00,15/02/2025 16:00:00,,Upgrades,Albany Ring Rd,,Great Southern,08/01/2025 14:15:53,7aad281b-8f47-47e1-9f95-7b2aa3bdddd0,Albany Ring Rd - Albany Highway - Bridge Artwork Installation,Speed reduction in place - exercise extreme caution ,,,
12885772.0542611,-3931169.87954066,29621,80526,14/01/2025 00:00:00,28/02/2025 23:00:00,,Upgrades,Wilman Wadandi Hwy,,South West,09/01/2025 13:31:54,2c7f9d3d-3f1c-4756-b954-38813fb40eca,Wilman Wadandi Hwy from Clifton Road to Bussell Highway - Upgrades,"Temporary lane closures in place along Wilman Wadandi Highway, some lane closures will be in place for up to three days at a time, speed reduced to 60km/hr in work areas.",,,
12870507.5417862,-3953147.22852618,29622,80525,14/01/2025 00:00:00,28/02/2025 23:00:00,,Upgrades,Wilman Wadandi Hwy,,South West,09/01/2025 13:31:35,cd4f11d5-33db-4755-b661-3f311c51a8d1,Wilman Wadandi Hwy from Bussell HIghway to Paris Road - Upgrades,"Temporary lane closures in place along Wilman Wadandi Highway, some lane closures will be in place for up to three days at a time, speed reduced to 60km/hr in work areas.",,,
12902707.5470037,-3757520.0582162,29623,80532,12/01/2025 21:00:00,18/01/2025 05:00:00,,Resurfacing,Great Eastern Hwy,Rivervale,Metro,09/01/2025 13:34:41,9b31d4f9-c063-4160-af81-b081b335a7b6,"Great Eastern Hwy and Brighton Rd and Kooyong Rd, Rivervale - Resurfacing
9pm to 5am","Traffic management, lanes closures and speed reduction in place",,,
12909389.1129668,-3768763.06248474,29624,80531,12/01/2025 20:00:00,18/01/2025 05:00:00,,Resurfacing,Kenwick Link,Kenwick,Metro,09/01/2025 13:32:29,29f9f6fc-71c6-41c5-be5e-7e6801534e6f,"Kenwick Link and Royal St, Kenwick - Resurfacing
8pm to 5am",Lane closures and speed reduction in place,,,
12880341.251764,-3719345.01134032,29625,80533,10/01/2025 07:00:00,31/01/2025 14:00:00,,Maintenance,Marmion Av,Quinns Rocks,Metro,09/01/2025 13:37:30,5c4cb3ac-9836-4f3b-8b5b-44add2420f59,"Marmion Av at Santa Barbara Pde, Quinns Rocks - Maintenance
7am to 2pm",Lane closures and speed reduction in place,,,
12922963.8500087,-4012217.50895496,29626,80534,20/01/2025 06:00:00,07/03/2025 18:00:00,,Maintenance,South Western Hwy,Greenbushes,South West,09/01/2025 14:06:49,f43e9551-59a8-485e-a45c-13c52eec68f2,"South Western Hwy, Fullerton Road & Stinton Avenue Greenbushes - Borehole Maintenance",Traffic Management - Speed Reduction - Shoulder Closure Scenario - 3.5m Oversize Width Restriction,,,
12899734.8661787,-3845746.53187566,29627,80536,13/01/2025 07:00:00,13/02/2025 14:00:00,,Maintenance,South Western Hwy,Pinjarra,South West,09/01/2025 14:23:21,f1d32f89-0b4a-4aaa-8b72-8d41ce2dc3df,South Western Hwy near Paterson Road Pinjarra - Bridge Maintenance Works,Traffic Management - Speed Reduction - Shuttle Flow,,,
13328110.9148037,-2671299.97812656,29628,80537,11/01/2025 06:00:00,27/01/2025 18:00:00,,Upgrades,Great Northern Hwy,Newman,Pilbara,10/01/2025 08:05:45,af74faa6-ae58-487e-905c-e88abf9596be,"Great Northern Hwy Yarima Access Road Newman - Upgrades.
Works within Intersection, Road widening and line marking.","Offroad works, Speed reduction and VMB notification and advanced warning. Shuttle Flow with PTCDs",,,
13240063.9741888,-2643595.7751833,29629,80538,13/01/2025 06:00:00,13/02/2025 18:00:00,,Maintenance,Great Northern Hwy,,Pilbara,10/01/2025 08:16:32,a203e206-8f75-4421-b22a-9207cc7a6e0a,Great Northern Hwy - Maintenance. Pavement Investigation Works.,"Shuttle flow with PTCDs, Speed reduction 60 and 40 km/h. Off road works as available.",,,
13063118.0734352,-4158899.79086209,29630,80539,17/01/2025 08:00:00,17/01/2025 10:00:00,,Utility works,South Coast Hwy (H009),Denmark,Great Southern,10/01/2025 09:54:22,f9a28829-51dc-4322-bf26-9890b4fff4de,"South Coast Hwy (H009), Buckley St - Denmark - Streetlight Repairs",Speed reduction with traffic management on site - Expect minor delays ,,,
12889026.2264305,-3739243.83774664,29632,80543,13/01/2025 20:00:00,15/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:19:25,1142b0da-e0aa-4eab-880b-169ec6596587,Mitchell Fwy southbound off-ramp to Hepburn Avenue - Upgrades,Freeway southbound off-ramp to Hepburn Avenue closed from 8pm to 4am each night - click 'find out more' for detour,,www.mainroads.wa.gov.au/48dbc4/globalassets/projects-initiatives/projects/metro/smart-freeways/13-14-jan-2025-hepburn-off-ramp-closure.png,
12884151.7361102,-3723317.79340987,29633,80542,13/01/2025 20:00:00,14/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:17:23,4fe3f96d-0a5d-4dbf-9689-f67d298ee8c9,Mitchell Fwy southbound on-ramp from Neerabup Road - Upgrades,Freeway southbound on-ramp from Neerabup Road closed from 8pm to 4am - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbae/globalassets/projects-initiatives/projects/metro/smart-freeways/13-jan-2025-neerabup-on-ramp-closure.png,
12889000.4118047,-3737156.14834352,29634,80541,12/01/2025 20:00:00,14/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:15:35,1dc59a91-caad-4d46-b673-e6a057df8fe5,Mitchell Fwy southbound on-ramp from Whitfords Avenue - Upgrades,Freeway southbound on-ramp from Whitfords Avenue closed from 8pm to 4am each night - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48db9f/globalassets/projects-initiatives/projects/metro/smart-freeways/12-13-jan-2025-whitford-on-ramp-closure.png,
12886129.8660335,-3729413.47403137,29635,80545,14/01/2025 20:00:00,15/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:23:42,65a5627e-a09b-421c-b314-1acd94a085ab,Mitchell Fwy southbound on-ramp from Shenton Avenue - Upgrades,Freeway southbound on-ramp from Shenton Avenue closed from 8pm to 4am - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbca/globalassets/projects-initiatives/projects/metro/smart-freeways/14-jan-2025-shenton-on-ramp-closure.png,
12891022.2576855,-3744379.88803107,29636,80544,13/01/2025 19:00:00,16/01/2025 05:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:21:30,6a593046-cf27-48d9-b80b-ec1c0264a915,Mitchell Fwy southbound on-ramp from Reid Highway - Upgrades,Freeway southbound on-ramp from Reid Highway closed from 7pm to 5am each night - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbb6/globalassets/projects-initiatives/projects/metro/smart-freeways/13-15-jan-2025-reid-on-ramp-closure.png,
12886951.1629481,-3731277.35864566,29637,80547,15/01/2025 20:00:00,16/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:29:20,662be190-7357-4455-b737-0464f3272dc0,Mitchell Fwy southbound on-ramp from Hodges Drive - Upgrades,Freeway southbound on-ramp from Hodges Drive closed from 8pm to 4am - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbe3/globalassets/projects-initiatives/projects/metro/smart-freeways/15-jan-2025-hodges-on-ramp-closure.png,
12885336.8502021,-3727078.20015325,29638,80546,15/01/2025 20:00:00,16/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:25:33,5a629f19-9cfc-4f60-b586-9ae03173433f,Mitchell Fwy southbound on-ramp from Burns Beach Road - Upgrades,Freeway southbound on-ramp from Burns Beach Road closed from 8pm to 4am - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbde/globalassets/projects-initiatives/projects/metro/smart-freeways/15-jan-2025-bbr-on-ramp-closure.png,
12888939.4384409,-3736715.24650164,29639,80548,15/01/2025 20:00:00,16/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:32:53,e9e4dce2-5cdb-4a07-9a6e-063bd5654b54,Mitchell Fwy southbound off-ramp to Whitfords Avenue - Upgrades,Freeway southbound off-ramp to Whitfords Avenue closed from 8pm to 4am - click 'find out more' for detour,,www.mainroads.wa.gov.au/48dbf8/globalassets/projects-initiatives/projects/metro/smart-freeways/15-jan-2025-whitfords-off-ramp-closure.png,
12888154.4514624,-3732927.38847752,29640,80550,16/01/2025 21:00:00,17/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:39:52,cc24985d-0fe6-4a15-a724-fedee214e59c,Mitchell Fwy southbound from Hodges Drive to Ocean Reef Road - Upgrades,Freeway southbound from Hodges Drive to Ocean Reef Road closed from 9pm to 4am with on-ramps closed from 8pm - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbf0/globalassets/projects-initiatives/projects/metro/smart-freeways/16-jan-2025-freeway-closure-hodges-to-orr.png,
12889087.941867,-3739702.09817557,29641,80549,15/01/2025 20:00:00,16/01/2025 04:00:00,,Upgrades,Mitchell Fwy,,Metro,10/01/2025 11:37:45,ebf21c1f-7a1d-4d6c-9fc1-8b618d362614,Mitchell Fwy southbound on-ramp from Hepburn Avenue - Upgrades,Freeway southbound on-ramp from Hepburn Avenue closed from 8pm to 4am - click on 'find out more' for detour,,www.mainroads.wa.gov.au/48dbcc/globalassets/projects-initiatives/projects/metro/smart-freeways/15-jan-2025-hepburn-on-ramp-closure.png,
12923313.9866024,-3687514.29784319,29643,80552,14/01/2025 06:00:00,25/01/2025 18:00:00,,Resurfacing,Great Northern Hwy,Shire of Chittering,Wheatbelt,10/01/2025 12:27:55,3549fef6-4290-49a5-a837-9fb269f2df81,Great Northern Hwy - Sandalford Dr to Hibbertia Wy - Shire of Chittering - Resurfacing,"Lane closure, speed reduced, expect delays",,,
13260585.6061845,-3673784.00187618,29644,80019,10/01/2025 12:40:00,24/12/2025 18:00:00,,Upgrades,Great Eastern Hwy,Shire of Westonia/Shire of Yilgarn,Wheatbelt,10/01/2025 12:40:52,c1ce762d-6889-4823-a90b-23472b8db757,Great Eastern Hwy - York St to Parker Range Rd - Shire of Westonia/Shire of Yilgarn - Upgrades,"Lane closures, speed reduced, expect delays",,,
12916718.9498511,-3566732.53534137,29645,80555,07/01/2025 06:00:00,24/04/2025 18:00:00,,Upgrades,Midlands Rd,Shire of Moora,Wheatbelt,10/01/2025 12:59:15,e4fc46b6-9385-4001-98e1-43e6bc52a2f1,Midlands Rd - Tootra St to Watheroo - Shire of Moora - Upgrades,"Lane closure, speed reduced, expect delays",,,
12889000.4520113,-3739204.04321812,29646,80558,13/01/2025 21:00:00,17/01/2025 04:00:00,,Maintenance,Mitchell Fwy,Kingsley,Metro,12/01/2025 10:25:14,1bb1aa0c-0389-4c7f-9a51-86c8e6166199,"Mitchell Fwy southbound exit to Hepburn Av, Kingsley - Maintenance
9pm to 4am",Speed reduction in place,,,
12886408.382813,-3799732.98694365,29647,80559,13/01/2025 19:00:00,14/01/2025 05:00:00,,Maintenance,Ennis Av,Rockingham,Metro,12/01/2025 10:31:05,99ef3e0d-1ebc-4622-97e8-58de8b34d983,"Ennis Av northbound between Dixon Rd and Carliston Rd, Rockingham - Maintenance
7pm to 5am",Lane closure and speed reduction in place,,,
12908584.6093388,-3768165.10753327,29648,80563,21/01/2025 19:00:00,23/01/2025 04:00:00,,Resurfacing,Roe Hwy,Kenwick,Metro,12/01/2025 11:32:19,838fb605-f59c-459b-8d36-36b8c34c12bc,"Roe Hwy at Kenwick Link, Kenwick - Maintenance
7pm to 4am","Various lane closures, traffic management and speed reduction in place",,,
13027178.8191744,-3475243.69006253,29649,80572,14/01/2025 07:00:00,22/01/2025 16:00:00,,Resurfacing,Great Northern Hwy,Wubin,Mid West Gascoyne,13/01/2025 07:52:47,d0b5737c-0fbd-4ce1-9537-7185a11df8b6,Great Northern Hwy between Wanarra East Road and White Wells Rest area - Paynes Find to Wubin - Resurfacing,Traffic Management in the area of works - Speed Reductions in place - Minor Delays expected,,,
12903340.2392802,-3757217.55494642,29650,80575,13/01/2025 09:00:00,26/06/2025 15:00:00,,Maintenance,Great Eastern Hwy,Rivervale,Metro,13/01/2025 12:17:50,0f6b780a-a442-4538-9fb0-a0269e887427,"Great Eastern Hwy at Acton Av, Rivervale - Maintenance
9am to 3pm",Speed reduction in place,,,
12910189.9627906,-3763778.67438638,29651,80576,19/01/2025 19:00:00,04/04/2025 05:00:00,,Resurfacing,Roe Hwy,Welshpool,Metro,13/01/2025 12:24:14,407130b4-0687-4538-87ee-d30af550362b,"Roe Hwy at Welshpool Rd E, Welshpool - Resurfacing
7pm to 5am",Road closure and lane closures in place,,,
12913336.1520059,-3749035.12160033,29652,80577,20/01/2025 00:00:00,20/06/2025 23:59:00,,Upgrades,Victoria St,,Metro,13/01/2025 12:26:43,0b99a49d-33e4-4a79-b535-b7d7e1186f24,Victoria St after Helena Street - Upgrades,Left lane closed 24/7 on Victoria Street after Helena Street to facilitate METRONET Midland Station works - click 'find out more' to see further information,,https://metronet.wa.gov.au/projects/new-midland-station,
12914023.0026946,-3792459.8245967,29653,80214,14/01/2025 00:00:00,31/01/2025 23:59:00,,Maintenance,LOCAL ROAD,Byford,Metro,13/01/2025 12:32:47,92f4a796-4f6f-4674-809c-ff2c7efca9c7,"Abernethy Rd at west of South Western Hwy, Byford - Maintenance
24/7 work",Lane closures and speed reduction in place,,,Abernethy Rd
12914716.0782274,-3782805.36615494,29654,80580,07/03/2025 20:00:00,10/03/2025 04:00:00,,Resurfacing,Armadale Rd,Armadale,Metro,13/01/2025 12:38:53,e1d54119-5b89-49a5-b53c-64330fb159c3,"Armadale Rd between Abbey Rd and Church Av, Armadale - Resurfacing
8pm to 4am",Road closures and speed reduction in place,,,
12914858.9270774,-3782803.50240993,29655,80579,21/02/2025 20:00:00,24/01/2025 04:00:00,,Resurfacing,Armadale Rd,Armadale,Metro,13/01/2025 12:36:50,30d1f41d-96a7-4a49-ab4b-2a2349de43f3,"Armadale Rd between Abbey Rd and Church Av, Armadale - Resurfacing
8pm to 4am",Road closures and speed reduction in place,,,
12892274.7090583,-3767441.80905102,29656,80121,20/01/2025 20:00:00,21/01/2025 05:00:00,,Maintenance,Canning Hwy,Alfred Cove,Metro,13/01/2025 13:18:40,948c24f0-4017-41e1-8f57-812f16d1f97c,"Canning Hwy at Lentona Rd, Alfred Cove - Maintenance8pm to 5am",Lane closures and speed reduction in place,,,
12897345.1697579,-3756220.41758393,29657,80582,17/01/2025 20:30:00,18/01/2025 05:00:00,,Maintenance,Graham Farmer Fwy,Perth,Metro,13/01/2025 13:34:10,e7fcb3c3-a120-4612-9c65-449e5f2a7a4a,"Graham Farmer Fwy Northbridge Tunnel, Perth - Maintenance
8pm to 5am",Road closures in place,,,
